origin_stop_id,reachable_stop_id,walking_time
at:49:1083:0,at:49:98:0,0 days 00:02:46.303468800
at:49:1084:0,at:49:1158:0,0 days 00:04:44.774781600
at:49:1084:0,at:49:302:0,0 days 00:04:14.038482
at:49:1084:0,at:49:909:0,0 days 00:04:26.236902
at:49:1085:0,at:49:104:0,0 days 00:04:47.578623600
at:49:1085:0,at:49:1086:0,0 days 00:03:37.596592800
at:49:1085:0,at:49:137:0,0 days 00:04:03.290026800
at:49:1085:0,at:49:1659:0,0 days 00:02:55.123494
at:49:1085:0,at:49:175:0,0 days 00:04:45.949501200
at:49:1085:0,at:49:41:0,0 days 00:03:36.770828400
at:49:1085:0,at:49:696:0,0 days 00:01:32.747552400
at:49:1086:0,at:49:104:0,0 days 00:04:14.578402799
at:49:1086:0,at:49:1085:0,0 days 00:03:37.596592800
at:49:1086:0,at:49:1233:0,0 days 00:04:41.675127600
at:49:1086:0,at:49:269:0,0 days 00:03:08.295084
at:49:1086:0,at:49:277:0,0 days 00:04:59.787372
at:49:1086:0,at:49:306:0,0 days 00:04:00.200989200
at:49:1086:0,at:49:696:0,0 days 00:02:10.772462399
at:49:1087:0,at:49:1055:0,0 days 00:03:49.898649600
at:49:1087:0,at:49:509:0,0 days 00:03:59.483736
at:49:1088:0,at:49:1152:0,0 days 00:04:37.255620
at:49:1088:0,at:49:1237:0,0 days 00:02:22.166602800
at:49:1088:0,at:49:1325:0,0 days 00:04:57.377110800
at:49:1088:0,at:49:1531:0,0 days 00:04:33.606026400
at:49:1088:0,at:49:1533:0,0 days 00:03:36.721450800
at:49:1088:0,at:49:56:0,0 days 00:04:55.236907200
at:49:1088:0,at:49:664:0,0 days 00:04:42.896146800
at:49:1088:0,at:49:920:0,0 days 00:02:46.588999200
at:49:1088:0,at:49:921:0,0 days 00:04:24.226521600
at:49:109:0,at:49:1030:0,0 days 00:04:31.167566400
at:49:1090:0,at:49:1033:0,0 days 00:01:23.489619600
at:49:1090:0,at:49:1129:0,0 days 00:03:19.884128400
at:49:1090:0,at:49:1144:0,0 days 00:04:19.514247600
at:49:1090:0,at:49:1184:0,0 days 00:04:45.417421200
at:49:1090:0,at:49:1203:0,0 days 00:01:52.256301600
at:49:1090:0,at:49:1369:0,0 days 00:03:27.161002800
at:49:1090:0,at:49:157:0,0 days 00:04:48.016293600
at:49:1090:0,at:49:195:0,0 days 00:03:43.183630800
at:49:1090:0,at:49:213:0,0 days 00:02:03.100214400
at:49:1090:0,at:49:498:0,0 days 00:02:28.938084
at:49:1090:0,at:49:506:0,0 days 00:03:56.982420
at:49:1090:0,at:49:544:0,0 days 00:04:43.531208400
at:49:1092:0,at:49:1028:0,0 days 00:02:40.617704400
at:49:1092:0,at:49:1112:0,0 days 00:04:41.769537600
at:49:1092:0,at:49:1126:0,0 days 00:03:42.805584
at:49:1092:0,at:49:1373:0,0 days 00:02:07.229169599
at:49:1092:0,at:49:1546:0,0 days 00:01:44.291758800
at:49:1092:0,at:49:1718:0,0 days 00:03:47.982549600
at:49:1092:0,at:49:28:0,0 days 00:03:48.524792400
at:49:1092:0,at:49:32:0,0 days 00:03:18.033595200
at:49:1092:0,at:49:864:0,0 days 00:02:24.442548
at:49:1092:0,at:49:937:0,0 days 00:04:56.126164800
at:49:1093:0,at:49:223:0,0 days 00:03:13.267364400
at:49:1094:0,at:49:657:0,0 days 00:02:24.485449200
at:49:1094:0,at:49:1168:0,0 days 00:02:45.636554400
at:49:1094:0,at:49:193:0,0 days 00:01:32.831122800
at:49:1094:0,at:49:196:0,0 days 00:04:09.338404800
at:49:1094:0,at:49:996:0,0 days 00:03:27.723589200
at:49:1095:0,at:49:1058:0,0 days 00:03:43.607325600
at:49:1095:0,at:49:1300:0,0 days 00:04:29.566160399
at:49:1095:0,at:49:1441:0,0 days 00:03:21.903530400
at:49:1095:0,at:49:1474:0,0 days 00:04:32.429182800
at:49:1095:0,at:49:384:0,0 days 00:03:58.063100400
at:49:1095:0,at:49:666:0,0 days 00:04:50.426130
at:49:1096:0,at:49:335:0,0 days 00:04:10.505092800
at:49:1096:0,at:49:744:0,0 days 00:03:31.215110400
at:49:1098:0,at:49:1553:0,0 days 00:04:40.848556800
at:49:1098:0,at:49:1581:0,0 days 00:01:45.698541600
at:49:1098:0,at:49:700:0,0 days 00:03:37.528545600
at:49:1098:0,at:49:741:0,0 days 00:04:01.559251200
at:49:1099:0,at:49:1682:0,0 days 00:03:20.349860400
at:49:1099:0,at:49:508:0,0 days 00:03:03.180103200
at:49:11:0,at:49:244:0,0 days 00:03:47.641993200
at:49:11:0,at:49:341:0,0 days 00:01:22.033653600
at:49:11:0,at:49:363:0,0 days 00:04:43.827942
at:49:11:0,at:49:424:0,0 days 00:04:11.346686400
at:49:11:0,at:49:781:0,0 days 00:03:15.799752
at:49:110:0,at:49:1450:0,0 days 00:03:11.277108
at:49:110:0,at:49:1548:0,0 days 00:02:53.783689200
at:49:110:0,at:49:1728:0,0 days 00:02:18.996604800
at:49:110:0,at:49:292:0,0 days 00:02:43.026907200
at:49:110:0,at:49:346:0,0 days 00:04:17.482371600
at:49:110:0,at:49:75:0,0 days 00:04:09.260954400
at:49:1101:0,at:49:1311:0,0 days 00:01:27.378037200
at:49:1101:0,at:49:1562:0,0 days 00:03:00.276087600
at:49:1101:0,at:49:409:0,0 days 00:03:25.932812400
at:49:1101:0,at:49:612:0,0 days 00:04:36.490537200
at:49:1101:0,at:49:978:0,0 days 00:02:16.541455199
at:49:1102:0,at:49:1119:0,0 days 00:04:30.603986400
at:49:1102:0,at:49:1320:0,0 days 00:04:53.112792
at:49:1102:0,at:49:1460:0,0 days 00:03:54.714006
at:49:1102:0,at:49:245:0,0 days 00:02:28.520217600
at:49:1103:0,at:49:1076:0,0 days 00:01:34.508744400
at:49:1103:0,at:49:388:0,0 days 00:04:38.369416800
at:49:1103:0,at:49:471:0,0 days 00:04:37.273980
at:49:1104:0,at:49:1218:0,0 days 00:03:30.233995200
at:49:1104:0,at:49:1450:0,0 days 00:03:47.276953200
at:49:1104:0,at:49:1471:0,0 days 00:03:50.303552400
at:49:1104:0,at:49:1548:0,0 days 00:04:55.102274400
at:49:1104:0,at:49:397:0,0 days 00:03:57.176463600
at:49:1104:0,at:49:993:0,0 days 00:02:54.196389600
at:49:1105:0,at:43:4480:0,0 days 00:03:52.442283599
at:49:1105:0,at:49:1106:0,0 days 00:04:29.422228800
at:49:1105:0,at:49:823:0,0 days 00:04:58.308852
at:49:1106:0,at:49:1105:0,0 days 00:04:29.422228800
at:49:1106:0,at:49:1274:0,0 days 00:03:44.584588800
at:49:1106:0,at:49:1492:0,0 days 00:02:46.816699200
at:49:1107:0,at:49:1656:0,0 days 00:03:07.307010
at:49:1107:0,at:49:198:0,0 days 00:02:57.553310400
at:49:1107:0,at:49:95:0,0 days 00:03:41.951602800
at:49:1108:0,at:49:336:0,0 days 00:03:05.481385200
at:49:1108:0,at:49:557:0,0 days 00:02:47.646639600
at:49:1108:0,at:49:714:0,0 days 00:03:47.762089200
at:49:1109:0,at:49:1044:0,0 days 00:04:02.240986800
at:49:1109:0,at:49:1504:0,0 days 00:04:20.960911200
at:49:111:0,at:49:125:0,0 days 00:02:55.190374800
at:49:111:0,at:49:162:0,0 days 00:02:04.409746800
at:49:111:0,at:49:640:0,0 days 00:04:27.738051599
at:49:1110:0,at:49:1800:0,0 days 00:03:46.704643199
at:49:1111:0,at:49:1073:0,0 days 00:03:07.665555600
at:49:1111:0,at:49:1406:0,0 days 00:02:37.350164400
at:49:1111:0,at:49:147:0,0 days 00:03:23.910055200
at:49:1111:0,at:49:800:0,0 days 00:03:27.819806400
at:49:1112:0,at:49:1028:0,0 days 00:04:05.721232799
at:49:1112:0,at:49:1092:0,0 days 00:04:41.769537600
at:49:1112:0,at:49:1118:0,0 days 00:03:01.924768800
at:49:1112:0,at:49:1126:0,0 days 00:02:08.721898800
at:49:1112:0,at:49:1212:0,0 days 00:04:38.687275200
at:49:1112:0,at:49:1249:0,0 days 00:03:11.492913600
at:49:1112:0,at:49:142:0,0 days 00:03:22.336894800
at:49:1112:0,at:49:28:0,0 days 00:01:29.577295200
at:49:1112:0,at:49:863:0,0 days 00:04:10.962681600
at:49:1113:0,at:49:1502:0,0 days 00:02:35.236204800
at:49:1113:0,at:49:1534:0,0 days 00:04:46.489756800
at:49:1114:0,at:49:1679:0,0 days 00:02:57.731769600
at:49:1114:0,at:49:37:0,0 days 00:04:08.018230799
at:49:1114:0,at:49:841:0,0 days 00:04:37.714044
at:49:1114:0,at:49:906:0,0 days 00:03:14.645340
at:49:1115:0,at:49:861:0,0 days 00:03:59.806969199
at:49:1116:0,at:49:107:0,0 days 00:01:30.864014400
at:49:1116:0,at:49:123:0,0 days 00:03:50.049471600
at:49:1116:0,at:49:1614:0,0 days 00:03:50.127206400
at:49:1116:0,at:49:1617:0,0 days 00:01:54.787047600
at:49:1116:0,at:49:1734:0,0 days 00:02:01.798350
at:49:1116:0,at:49:1789:0,0 days 00:04:46.821471600
at:49:1116:0,at:49:1790:0,0 days 00:03:14.633427600
at:49:1116:0,at:49:184:0,0 days 00:04:38.291692800
at:49:1117:0,at:49:1319:0,0 days 00:04:41.925003600
at:49:1118:0,at:49:1112:0,0 days 00:03:01.924768800
at:49:1118:0,at:49:1126:0,0 days 00:04:19.456953600
at:49:1118:0,at:49:1249:0,0 days 00:04:45.706454400
at:49:1118:0,at:49:142:0,0 days 00:01:38.846395200
at:49:1118:0,at:49:1459:0,0 days 00:04:40.081724400
at:49:1118:0,at:49:28:0,0 days 00:04:24.253809600
at:49:1118:0,at:49:545:0,0 days 00:03:38.590473600
at:49:1118:0,at:49:863:0,0 days 00:03:30.038702400
at:49:1119:0,at:49:1102:0,0 days 00:04:30.603986400
at:49:1119:0,at:49:1144:0,0 days 00:03:45.416556
at:49:1119:0,at:49:1198:0,0 days 00:03:51.170158800
at:49:1119:0,at:49:13:0,0 days 00:03:39.227886
at:49:1119:0,at:49:1320:0,0 days 00:02:09.723962399
at:49:1119:0,at:49:157:0,0 days 00:03:16.043382
at:49:1119:0,at:49:415:0,0 days 00:04:39.769186800
at:49:1119:0,at:49:544:0,0 days 00:02:13.989303600
at:49:1119:0,at:49:838:0,0 days 00:04:43.327376400
at:49:112:0,at:49:122:0,0 days 00:03:50.421020399
at:49:112:0,at:49:1226:0,0 days 00:04:45.048741600
at:49:112:0,at:49:371:0,0 days 00:02:43.143568800
at:49:1122:0,at:49:1386:0,0 days 00:03:19.196168400
at:49:1122:0,at:49:592:0,0 days 00:01:28.909632
at:49:1124:0,at:49:962:0,0 days 00:04:59.870287200
at:49:1125:0,at:49:788:0,0 days 00:04:50.294751600
at:49:1125:0,at:49:703:0,0 days 00:02:49.629429600
at:49:1125:0,at:49:793:0,0 days 00:03:51.579043200
at:49:1125:0,at:49:807:0,0 days 00:03:28.898532
at:49:1125:0,at:49:850:0,0 days 00:01:03.967143600
at:49:1125:0,at:49:875:0,0 days 00:03:56.846498400
at:49:1126:0,at:49:1028:0,0 days 00:04:27.110348400
at:49:1126:0,at:49:1092:0,0 days 00:03:42.805584
at:49:1126:0,at:49:1112:0,0 days 00:02:08.721898800
at:49:1126:0,at:49:1118:0,0 days 00:04:19.456953600
at:49:1126:0,at:49:28:0,0 days 00:02:44.466493200
at:49:1126:0,at:49:863:0,0 days 00:03:30.235604400
at:49:1126:0,at:49:864:0,0 days 00:04:41.896534800
at:49:1126:0,at:49:937:0,0 days 00:03:48.900502800
at:49:1127:0,at:49:799:0,0 days 00:03:28.103299200
at:49:1127:0,at:49:852:0,0 days 00:02:07.333134
at:49:1128:0,at:49:94:0,0 days 00:04:31.400936400
at:49:1128:0,at:49:1361:0,0 days 00:03:31.623847200
at:49:1128:0,at:49:214:0,0 days 00:04:38.028295200
at:49:1129:0,at:49:1033:0,0 days 00:01:56.509010400
at:49:1129:0,at:49:1090:0,0 days 00:03:19.884128400
at:49:1129:0,at:49:1144:0,0 days 00:02:36.597364800
at:49:1129:0,at:49:1145:0,0 days 00:02:26.825607600
at:49:1129:0,at:49:1182:0,0 days 00:03:05.581134
at:49:1129:0,at:49:1203:0,0 days 00:03:06.165324
at:49:1129:0,at:49:13:0,0 days 00:03:33.595761600
at:49:1129:0,at:49:195:0,0 days 00:04:35.084715600
at:49:1129:0,at:49:213:0,0 days 00:01:28.551061200
at:49:1129:0,at:49:544:0,0 days 00:04:31.450105200
at:49:113:0,at:49:1438:0,0 days 00:03:21.193772400
at:49:113:0,at:49:1696:0,0 days 00:04:51.806712
at:49:113:0,at:49:534:0,0 days 00:01:50.009275200
at:49:1130:0,at:49:1875:0,0 days 00:02:39.151726800
at:49:1130:0,at:49:1876:0,0 days 00:03:01.509519600
at:49:1130:0,at:49:494:0,0 days 00:03:57.791041199
at:49:1130:0,at:49:899:0,0 days 00:03:17.107617600
at:49:1130:0,at:49:941:0,0 days 00:04:44.863885200
at:49:1131:0,at:43:4095:0,0 days 00:03:48.026912400
at:49:1132:0,at:49:1719:0,0 days 00:04:51.435962400
at:49:1132:0,at:49:437:0,0 days 00:03:22.393573200
at:49:1132:0,at:49:501:0,0 days 00:04:01.948159200
at:49:1132:0,at:49:67:0,0 days 00:04:14.663773200
at:49:1132:0,at:49:712:0,0 days 00:04:19.309529999
at:49:1133:0,at:49:1248:0,0 days 00:02:57.620180400
at:49:1133:0,at:49:1215:0,0 days 00:03:55.207440
at:49:1133:0,at:49:1268:0,0 days 00:04:10.934702400
at:49:1134:0,at:49:1361:0,0 days 00:03:20.927386800
at:49:1134:0,at:49:257:0,0 days 00:04:54.600297600
at:49:1134:0,at:49:49:0,0 days 00:02:15.076780800
at:49:1135:0,at:49:1333:0,0 days 00:03:06.080238
at:49:1136:0,at:49:1080:0,0 days 00:04:46.481253600
at:49:1136:0,at:49:1865:0,0 days 00:04:59.528942400
at:49:1137:0,at:49:1165:0,0 days 00:04:11.084494800
at:49:1137:0,at:49:1893:0,0 days 00:03:45.496029600
at:49:1138:0,at:49:1253:0,0 days 00:02:53.079644400
at:49:1139:0,at:49:1677:0,0 days 00:03:49.437773999
at:49:1139:0,at:49:1678:0,0 days 00:02:40.793186400
at:49:1139:0,at:49:1850:0,0 days 00:04:39.411364800
at:49:1139:0,at:49:674:0,0 days 00:04:13.731463199
at:49:114:0,at:49:1065:0,0 days 00:04:46.483050
at:49:114:0,at:49:1382:0,0 days 00:04:22.272200400
at:49:114:0,at:49:1555:0,0 days 00:01:41.610388800
at:49:114:0,at:49:338:0,0 days 00:03:06.431238
at:49:114:0,at:49:534:0,0 days 00:04:38.796034800
at:49:1140:0,at:49:1074:0,0 days 00:04:45.624460800
at:49:1140:0,at:49:2924:0,0 days 00:04:23.807845200
at:49:1140:0,at:49:708:0,0 days 00:04:32.888978400
at:49:1141:0,at:49:71:0,0 days 00:04:38.852878800
at:49:1141:0,at:49:984:0,0 days 00:04:07.174617600
at:49:1142:0,at:49:206:0,0 days 00:03:34.755174
at:49:1142:0,at:49:672:0,0 days 00:04:37.440238800
at:49:1143:0,at:49:386:0,0 days 00:04:31.030708800
at:49:1143:0,at:49:811:0,0 days 00:04:24.331969199
at:49:1144:0,at:49:1033:0,0 days 00:03:22.024688400
at:49:1144:0,at:49:1090:0,0 days 00:04:19.514247600
at:49:1144:0,at:49:1119:0,0 days 00:03:45.416556
at:49:1144:0,at:49:1129:0,0 days 00:02:36.597364800
at:49:1144:0,at:49:1145:0,0 days 00:01:56.850927600
at:49:1144:0,at:49:1203:0,0 days 00:02:50.883979200
at:49:1144:0,at:49:13:0,0 days 00:01:31.137168
at:49:1144:0,at:49:1320:0,0 days 00:04:50.358514800
at:49:1144:0,at:49:157:0,0 days 00:04:04.700953200
at:49:1144:0,at:49:213:0,0 days 00:02:31.045660800
at:49:1144:0,at:49:544:0,0 days 00:02:16.234681200
at:49:1144:0,at:49:838:0,0 days 00:04:14.514376800
at:49:1145:0,at:49:1033:0,0 days 00:04:07.224672
at:49:1145:0,at:49:1129:0,0 days 00:02:26.825607600
at:49:1145:0,at:49:1144:0,0 days 00:01:56.850927600
at:49:1145:0,at:49:1182:0,0 days 00:04:11.027395200
at:49:1145:0,at:49:1198:0,0 days 00:04:59.037409200
at:49:1145:0,at:49:1203:0,0 days 00:04:23.895865200
at:49:1145:0,at:49:13:0,0 days 00:01:36.604729200
at:49:1145:0,at:49:213:0,0 days 00:03:20.987283600
at:49:1145:0,at:49:544:0,0 days 00:04:09.700784400
at:49:1145:0,at:49:838:0,0 days 00:03:32.436298800
at:49:1146:0,at:49:1416:0,0 days 00:03:39.925425600
at:49:1146:0,at:49:25:0,0 days 00:04:39.579841200
at:49:1146:0,at:49:351:0,0 days 00:02:12.782770800
at:49:1146:0,at:49:562:0,0 days 00:01:16.839415200
at:49:1147:0,at:49:1668:0,0 days 00:03:44.993120400
at:49:1147:0,at:49:611:0,0 days 00:02:21.567076800
at:49:1147:0,at:49:640:0,0 days 00:03:46.928970
at:49:1147:0,at:49:725:0,0 days 00:00:57.821263199
at:49:1148:0,at:49:1425:0,0 days 00:03:59.720878799
at:49:1148:0,at:49:115:0,0 days 00:04:15.944476800
at:49:1148:0,at:49:1698:0,0 days 00:03:32.945976
at:49:1148:0,at:49:763:0,0 days 00:04:17.457625200
at:49:1149:0,at:49:1332:0,0 days 00:04:51.618795600
at:49:1149:0,at:49:1453:0,0 days 00:03:01.375693200
at:49:1149:0,at:49:1909:0,0 days 00:02:07.772395200
at:49:1149:0,at:49:953:0,0 days 00:03:40.115984400
at:49:1149:0,at:49:96:0,0 days 00:03:52.444825200
at:49:115:0,at:49:1148:0,0 days 00:04:15.944476800
at:49:115:0,at:49:1199:0,0 days 00:02:41.578746
at:49:115:0,at:49:1315:0,0 days 00:02:06.801752400
at:49:115:0,at:49:283:0,0 days 00:04:17.319694799
at:49:115:0,at:49:765:0,0 days 00:04:39.799128
at:49:1150:0,at:49:242:0,0 days 00:04:16.753677600
at:49:1150:0,at:49:952:0,0 days 00:02:55.423186800
at:49:1151:0,at:49:239:0,0 days 00:03:32.519332800
at:49:1151:0,at:49:771:0,0 days 00:03:56.601507600
at:49:1152:0,at:49:1017:0,0 days 00:03:48.868203600
at:49:1152:0,at:49:1088:0,0 days 00:04:37.255620
at:49:1152:0,at:49:1237:0,0 days 00:02:54.425684400
at:49:1152:0,at:49:1325:0,0 days 00:02:24.825346800
at:49:1152:0,at:49:1340:0,0 days 00:04:42.332545200
at:49:1152:0,at:49:1430:0,0 days 00:03:24.967130400
at:49:1152:0,at:49:664:0,0 days 00:02:18.399872400
at:49:1152:0,at:49:777:0,0 days 00:04:23.185761600
at:49:1152:0,at:49:920:0,0 days 00:04:35.131339200
at:49:1152:0,at:49:921:0,0 days 00:04:45.383581200
at:49:1153:0,at:49:1252:0,0 days 00:03:55.751367599
at:49:1153:0,at:49:224:0,0 days 00:03:48.371313600
at:49:1153:0,at:49:362:0,0 days 00:02:44.181258
at:49:1153:0,at:49:992:0,0 days 00:04:19.868826
at:49:1154:0,at:49:849:0,0 days 00:02:47.854964400
at:49:1154:0,at:49:1232:0,0 days 00:02:26.978978400
at:49:1154:0,at:49:1286:0,0 days 00:03:15.607882800
at:49:1154:0,at:49:277:0,0 days 00:04:47.197844400
at:49:1154:0,at:49:296:0,0 days 00:04:01.146306
at:49:1154:0,at:49:306:0,0 days 00:03:02.140106400
at:49:1155:0,at:49:1156:0,0 days 00:03:37.605085200
at:49:1155:0,at:49:1467:0,0 days 00:01:52.480570800
at:49:1156:0,at:49:1155:0,0 days 00:03:37.605085200
at:49:1158:0,at:49:1005:0,0 days 00:03:16.323732
at:49:1158:0,at:49:1084:0,0 days 00:04:44.774781600
at:49:1159:0,at:49:1357:0,0 days 00:03:37.216022400
at:49:116:0,at:49:948:0,0 days 00:04:33.303435600
at:49:116:0,at:49:1231:0,0 days 00:04:20.381858400
at:49:116:0,at:49:1882:0,0 days 00:04:12.777769200
at:49:1160:0,at:49:1015:0,0 days 00:04:18.446804400
at:49:1160:0,at:49:1262:0,0 days 00:04:35.274288
at:49:1160:0,at:49:1477:0,0 days 00:02:44.522631600
at:49:1160:0,at:49:1508:0,0 days 00:03:52.000639199
at:49:1160:0,at:49:1718:0,0 days 00:03:41.372863200
at:49:1160:0,at:49:542:0,0 days 00:04:04.636567200
at:49:1162:0,at:49:1574:0,0 days 00:04:01.151450400
at:49:1162:0,at:49:1578:0,0 days 00:04:20.184135600
at:49:1162:0,at:49:361:0,0 days 00:03:08.441193600
at:49:1162:0,at:49:377:0,0 days 00:04:22.703304
at:49:1162:0,at:49:43:0,0 days 00:01:05.859066
at:49:1162:0,at:49:479:0,0 days 00:01:08.181670800
at:49:1162:0,at:49:815:0,0 days 00:04:53.659110
at:49:1162:0,at:49:879:0,0 days 00:04:14.215861200
at:49:1163:0,at:49:1164:0,0 days 00:03:17.750185200
at:49:1163:0,at:49:1663:0,0 days 00:04:03.277833600
at:49:1164:0,at:49:1163:0,0 days 00:03:17.750185200
at:49:1164:0,at:49:1663:0,0 days 00:03:00.825066
at:49:1164:0,at:49:806:0,0 days 00:03:40.012981200
at:49:1165:0,at:49:1137:0,0 days 00:04:11.084494800
at:49:1165:0,at:49:1881:0,0 days 00:03:30.443227200
at:49:1166:0,at:49:1219:0,0 days 00:04:24.674854800
at:49:1166:0,at:49:1662:0,0 days 00:04:52.050572400
at:49:1166:0,at:49:297:0,0 days 00:03:22.107211200
at:49:1168:0,at:49:657:0,0 days 00:04:41.462432400
at:49:1168:0,at:49:1047:0,0 days 00:03:22.679593200
at:49:1168:0,at:49:1094:0,0 days 00:02:45.636554400
at:49:1168:0,at:49:193:0,0 days 00:03:14.567446800
at:49:1168:0,at:49:996:0,0 days 00:01:57.983239200
at:49:1169:0,at:49:1197:0,0 days 00:04:58.611309600
at:49:1169:0,at:49:122:0,0 days 00:02:53.893276800
at:49:1169:0,at:49:1654:0,0 days 00:03:34.269732
at:49:1169:0,at:49:195:0,0 days 00:03:48.262532400
at:49:117:0,at:49:1060:0,0 days 00:04:18.375884400
at:49:117:0,at:49:127:0,0 days 00:02:48.664550400
at:49:117:0,at:49:1598:0,0 days 00:02:54.382394400
at:49:117:0,at:49:1872:0,0 days 00:01:36.139461600
at:49:117:0,at:49:225:0,0 days 00:04:02.688430800
at:49:1170:0,at:49:334:0,0 days 00:04:59.259565200
at:49:1170:0,at:49:1186:0,0 days 00:03:01.854734400
at:49:1170:0,at:49:1802:0,0 days 00:03:06.335262
at:49:1170:0,at:49:50:0,0 days 00:03:01.835564400
at:49:1170:0,at:49:943:0,0 days 00:03:26.137684800
at:49:1171:0,at:49:613:0,0 days 00:04:50.491646400
at:49:1171:0,at:49:898:0,0 days 00:04:22.400994
at:49:1173:0,at:49:1025:0,0 days 00:03:55.197018
at:49:1173:0,at:49:886:0,0 days 00:04:40.467558
at:49:1174:0,at:49:1679:0,0 days 00:03:30.835605600
at:49:1175:0,at:49:216:0,0 days 00:03:56.578489200
at:49:1175:0,at:49:74:0,0 days 00:01:39.419947200
at:49:1176:0,at:49:1005:0,0 days 00:04:57.422942400
at:49:1176:0,at:49:1211:0,0 days 00:04:51.383168400
at:49:1178:0,at:49:1001:0,0 days 00:04:50.307844800
at:49:1178:0,at:49:1081:0,0 days 00:02:25.356508800
at:49:1178:0,at:49:1924:0,0 days 00:04:58.392555600
at:49:1179:0,at:49:1200:0,0 days 00:03:15.108609600
at:49:1179:0,at:49:437:0,0 days 00:03:52.734340799
at:49:1179:0,at:49:556:0,0 days 00:04:34.019673600
at:49:118:0,at:49:194:0,0 days 00:03:05.672682
at:49:118:0,at:49:660:0,0 days 00:04:28.684678800
at:49:1180:0,at:49:391:0,0 days 00:04:22.802750400
at:49:1181:0,at:49:1531:0,0 days 00:04:36.153735600
at:49:1181:0,at:49:1532:0,0 days 00:02:46.945554
at:49:1181:0,at:49:1558:0,0 days 00:03:58.771508400
at:49:1181:0,at:49:19:0,0 days 00:04:04.672019999
at:49:1181:0,at:49:645:0,0 days 00:04:21.370749599
at:49:1182:0,at:49:1033:0,0 days 00:04:27.725689200
at:49:1182:0,at:49:1129:0,0 days 00:03:05.581134
at:49:1182:0,at:49:1145:0,0 days 00:04:11.027395200
at:49:1182:0,at:49:195:0,0 days 00:04:39.004154400
at:49:1182:0,at:49:213:0,0 days 00:04:24.626488799
at:49:1182:0,at:49:962:0,0 days 00:03:36.821710800
at:49:1183:0,at:43:5119:0,0 days 00:04:24.953062800
at:49:1183:0,at:49:1730:0,0 days 00:04:04.356174
at:49:1183:0,at:49:586:0,0 days 00:03:11.541618
at:49:1183:0,at:49:759:0,0 days 00:03:59.208231599
at:49:1183:0,at:49:867:0,0 days 00:04:53.863780800
at:49:1183:0,at:49:918:0,0 days 00:02:55.736394
at:49:1183:0,at:49:923:0,0 days 00:02:39.060693600
at:49:1184:0,at:49:1090:0,0 days 00:04:45.417421200
at:49:1184:0,at:49:1369:0,0 days 00:02:52.890406800
at:49:1184:0,at:49:14199:0,0 days 00:02:30.777223200
at:49:1184:0,at:49:1654:0,0 days 00:03:12.732526800
at:49:1184:0,at:49:192:0,0 days 00:04:37.029129600
at:49:1184:0,at:49:195:0,0 days 00:04:26.577915600
at:49:1184:0,at:49:498:0,0 days 00:02:36.202632
at:49:1184:0,at:49:506:0,0 days 00:04:40.319342400
at:49:1186:0,at:49:1170:0,0 days 00:03:01.854734400
at:49:1186:0,at:49:1554:0,0 days 00:03:26.088228
at:49:1186:0,at:49:1890:0,0 days 00:04:39.414046800
at:49:1186:0,at:49:943:0,0 days 00:04:34.492771200
at:49:1187:0,at:49:1021:0,0 days 00:03:46.997607600
at:49:1187:0,at:49:1029:0,0 days 00:04:47.123468400
at:49:1187:0,at:49:139:0,0 days 00:02:02.946908400
at:49:1187:0,at:49:1445:0,0 days 00:04:37.903569600
at:49:1187:0,at:49:291:0,0 days 00:02:18.580837200
at:49:1187:0,at:49:514:0,0 days 00:01:36.470834400
at:49:1187:0,at:49:719:0,0 days 00:00:57.625207200
at:49:1187:0,at:49:890:0,0 days 00:04:26.087271600
at:49:1188:0,at:49:1082:0,0 days 00:03:28.361023200
at:49:1188:0,at:49:339:0,0 days 00:02:04.118290800
at:49:1188:0,at:49:764:0,0 days 00:03:32.384019600
at:49:1188:0,at:49:846:0,0 days 00:03:35.430577200
at:49:1189:0,at:49:1304:0,0 days 00:04:32.988144
at:49:1189:0,at:49:1384:0,0 days 00:02:57.112141200
at:49:1189:0,at:49:1420:0,0 days 00:04:59.507922
at:49:1189:0,at:49:1707:0,0 days 00:03:46.663113600
at:49:1189:0,at:49:412:0,0 days 00:03:59.123106
at:49:1189:0,at:49:549:0,0 days 00:04:32.904235200
at:49:119:0,at:49:186:0,0 days 00:03:42.990123600
at:49:119:0,at:49:250:0,0 days 00:03:26.897248800
at:49:119:0,at:49:594:0,0 days 00:04:48.603367200
at:49:119:0,at:49:72:0,0 days 00:03:08.093682
at:49:1190:0,at:49:1037:0,0 days 00:03:32.228085600
at:49:1190:0,at:49:1080:0,0 days 00:04:36.333519600
at:49:1190:0,at:49:179:0,0 days 00:04:50.880072
at:49:1190:0,at:49:669:0,0 days 00:03:20.682486
at:49:1191:0,at:49:1755:0,0 days 00:04:29.819802
at:49:1191:0,at:49:616:0,0 days 00:03:06.889561200
at:49:1191:0,at:49:760:0,0 days 00:03:23.084910
at:49:1192:0,at:49:1697:0,0 days 00:04:36.966792
at:49:1192:0,at:49:999:0,0 days 00:04:35.578045200
at:49:1193:0,at:49:1305:0,0 days 00:04:43.980434400
at:49:1193:0,at:49:1460:0,0 days 00:04:39.282099600
at:49:1193:0,at:49:1795:0,0 days 00:04:38.953012800
at:49:1193:0,at:49:1813:0,0 days 00:02:54.524540400
